"","SEQN","RIAGENDR","RIDAGEYR","RIDRETH1","DMDBORN","DMDCITZN","DMDEDUC3","DMDMARTL","DMDFMSIZ","INDFMINC"
"10126",41252,"female",73,"Non-Hispanic White","The US","A citizen of the US",19,"Widowed",2,3
"10127",41253,"female",36,"Other Hispanic","Elsewhere","Not a citizen of the US",16,"Married",3,6
"10129",41255,"male",52,"Non-Hispanic Black","The US","A citizen of the US",17,"Married",2,7
"10132",41258,"female",24,"Non-Hispanic White","The US","A citizen of the US",20,"Never married",1,9
"10133",41259,"female",22,"Mexican American","The US","A citizen of the US",17,"Married",6,6
"10134",41260,"male",25,"Non-Hispanic White","Elsewhere","Not a citizen of the US",19,"Married",3,6
"10138",41264,"male",28,"Non-Hispanic Black","Elsewhere","A citizen of the US",17,"Never married",4,7
"10139",41265,"female",44,"Non-Hispanic Black","The US","A citizen of the US",19,"Divorced",5,6
"10140",41266,"male",41,"Non-Hispanic White","The US","A citizen of the US",19,"Married",3,4
"10141",41267,"male",73,"Non-Hispanic Black","The US","A citizen of the US",19,"Never married",1,3
"10142",41268,"male",59,"Non-Hispanic Black","The US","A citizen of the US",19,"Married",2,11
"10143",41269,"female",64,"Non-Hispanic Black","The US","A citizen of the US",18,"Widowed",1,3
"10146",41272,"female",50,"Non-Hispanic Black","The US","A citizen of the US",20,"Married",2,9
"10147",41273,"female",27,"Non-Hispanic White","The US","A citizen of the US",20,"Married",3,10
"10148",41274,"male",40,"Non-Hispanic White","The US","A citizen of the US",19,"Living with partner",4,4
"10150",41276,"female",60,"Non-Hispanic White","The US","A citizen of the US",17,"Married",6,7
"10151",41277,"male",46,"Non-Hispanic Black","Elsewhere","A citizen of the US",17,"Married",4,8
"10153",41279,"female",54,"Non-Hispanic White","The US","A citizen of the US",19,"Married",5,11
"10155",41281,"male",25,"Non-Hispanic White","The US","A citizen of the US",19,"Married",2,7
"10158",41284,"female",85,"Non-Hispanic White","Elsewhere","A citizen of the US",20,"Never married",1,3
"10159",41285,"male",20,"Non-Hispanic White","The US","A citizen of the US",19,"Never married",6,10
"10160",41286,"female",53,"Mexican American","Mexico","Not a citizen of the US",16,"Married",3,3
"10161",41287,"female",48,"Non-Hispanic White","The US","A citizen of the US",17,"Divorced",1,4
"10163",41289,"male",26,"Non-Hispanic Black","The US","A citizen of the US",18,"Living with partner",3,2
"10166",41292,"male",37,"Mexican American","Mexico","Not a citizen of the US",17,"Married",4,8
"10174",41300,"female",38,"Non-Hispanic White","The US","A citizen of the US",18,"Living with partner",4,4
"10175",41301,"female",60,"Mexican American","Mexico","Not a citizen of the US",16,"Widowed",7,7
"10177",41303,"male",25,"Non-Hispanic White","The US","A citizen of the US",19,"Living with partner",2,8
"10178",41304,"male",34,"Non-Hispanic White","The US","A citizen of the US",20,"Living with partner",1,11
"10180",41306,"male",41,"Non-Hispanic White","The US","A citizen of the US",16,"Married",2,2
"10181",41307,"female",82,"Non-Hispanic White","The US","A citizen of the US",19,"Divorced",2,3
"10186",41312,"female",71,"Non-Hispanic White","The US","A citizen of the US",20,"Widowed",1,5
"10187",41313,"male",34,"Non-Hispanic Black","The US","A citizen of the US",19,"Never married",2,11
"10188",41314,"female",69,"Non-Hispanic White","The US","A citizen of the US",17,"Widowed",2,5
"10190",41316,"male",46,"Non-Hispanic White","The US","A citizen of the US",17,"Married",2,11
"10193",41319,"male",53,"Non-Hispanic Black","Elsewhere","Not a citizen of the US",20,"Married",2,4
"10194",41320,"female",65,"Non-Hispanic White","The US","A citizen of the US",20,"Married",2,11
"10195",41321,"female",73,"Non-Hispanic Black","The US","A citizen of the US",17,"Separeted",1,2
"10196",41322,"male",23,"Mexican American","Mexico","Not a citizen of the US",18,"Married",5,7
"10198",41324,"female",85,"Non-Hispanic Black","The US","A citizen of the US",20,"Widowed",1,11
"10200",41326,"male",57,"Non-Hispanic White","The US","A citizen of the US",18,"Married",2,6
"10202",41328,"female",43,"Other Hispanic","The US","A citizen of the US",19,"Married",3,11
"10205",41331,"male",24,"Non-Hispanic White","The US","A citizen of the US",19,"Married",2,8
"10206",41332,"female",28,"Non-Hispanic White","The US","A citizen of the US",20,"Married",2,11
"10208",41334,"male",24,"Non-Hispanic White","The US","A citizen of the US",19,"Married",2,4
"10209",41335,"female",82,"Non-Hispanic White","The US","A citizen of the US",16,"Married",2,9
"10210",41336,"female",30,"Non-Hispanic Black","The US","A citizen of the US",19,"Divorced",2,3
"10211",41337,"male",56,"Non-Hispanic Black","The US","A citizen of the US",17,"Divorced",3,6
"10212",41338,"female",21,"Non-Hispanic Black","The US","A citizen of the US",17,"Never married",7,7
"10214",41340,"female",37,"Non-Hispanic Black","Elsewhere","A citizen of the US",19,"Married",2,8
"10216",41342,"male",51,"Non-Hispanic White","The US","A citizen of the US",20,"Married",3,11
"10223",41349,"male",22,"Non-Hispanic White","The US","A citizen of the US",19,"Married",2,3
"10224",41350,"male",79,"Non-Hispanic White","The US","A citizen of the US",20,"Widowed",2,7
"10225",41351,"female",20,"Non-Hispanic White","The US","A citizen of the US",19,"Living with partner",2,8
"10226",41352,"female",37,"Non-Hispanic White","The US","A citizen of the US",20,"Married",4,11
"10229",41355,"male",40,"Mexican American","Mexico","Not a citizen of the US",16,"Married",6,5
"10230",41356,"female",83,"Non-Hispanic White","The US","A citizen of the US",16,"Widowed",1,3
"10231",41357,"male",34,"Mexican American","Mexico","Not a citizen of the US",16,"Married",4,4
"10234",41360,"male",52,"Non-Hispanic White","The US","A citizen of the US",18,"Divorced",1,9
"10236",41362,"female",84,"Non-Hispanic White","The US","A citizen of the US",18,"Widowed",1,4
"10248",41374,"female",21,"Non-Hispanic White","Elsewhere","Not a citizen of the US",18,"Never married",1,2
"10256",41382,"female",59,"Other Race - Including Multi-Racial","Elsewhere","A citizen of the US",18,"Married",2,7
"10257",41383,"male",22,"Non-Hispanic Black","The US","A citizen of the US",19,"Never married",1,5
"10260",41386,"female",27,"Mexican American","Mexico","Not a citizen of the US",18,"Living with partner",3,6
"10261",41387,"male",44,"Mexican American","Mexico","Not a citizen of the US",16,"Married",6,5
"10262",41388,"female",33,"Mexican American","The US","A citizen of the US",17,"Married",5,9
"10263",41389,"female",25,"Other Hispanic","Elsewhere","Not a citizen of the US",16,"Married",7,2
"10264",41390,"male",44,"Non-Hispanic White","The US","A citizen of the US",18,"Married",4,10
"10268",41394,"male",76,"Non-Hispanic White","The US","A citizen of the US",16,"Married",2,4
"10272",41398,"female",59,"Non-Hispanic White","The US","A citizen of the US",18,"Divorced",1,2
"10275",41401,"male",28,"Other Race - Including Multi-Racial","Elsewhere","Not a citizen of the US",20,"Married",2,1
"10277",41403,"male",60,"Mexican American","The US","A citizen of the US",18,"Married",6,11
"10279",41405,"female",85,"Non-Hispanic White","The US","A citizen of the US",17,"Widowed",1,3
"10282",41408,"male",30,"Non-Hispanic Black","The US","A citizen of the US",18,"Married",3,11
"10283",41409,"male",51,"Mexican American","The US","A citizen of the US",18,"Never married",3,7
"10286",41412,"female",84,"Non-Hispanic White","The US","A citizen of the US",19,"Widowed",2,11
"10287",41413,"female",69,"Non-Hispanic Black","The US","A citizen of the US",16,"Separeted",2,10
"10288",41414,"female",22,"Non-Hispanic White","The US","A citizen of the US",20,"Never married",1,8
"10289",41415,"male",85,"Non-Hispanic White","The US","A citizen of the US",19,"Married",2,7
"10290",41416,"male",80,"Non-Hispanic White","The US","A citizen of the US",16,"Married",2,4
"10292",41418,"male",34,"Non-Hispanic White","The US","A citizen of the US",20,"Never married",1,7
"10296",41422,"female",20,"Non-Hispanic White","The US","A citizen of the US",17,"Never married",2,6
"10298",41424,"male",53,"Non-Hispanic White","The US","A citizen of the US",19,"Married",3,11
"10301",41427,"male",68,"Non-Hispanic White","The US","A citizen of the US",18,"Married",3,7
"10302",41428,"female",34,"Non-Hispanic White","The US","A citizen of the US",18,"Married",4,7
"10304",41430,"male",64,"Non-Hispanic Black","The US","A citizen of the US",19,"Married",1,6
"10308",41434,"female",36,"Mexican American","Mexico","Not a citizen of the US",16,"Living with partner",5,3
"10310",41436,"male",63,"Non-Hispanic White","The US","A citizen of the US",18,"Married",2,10
"10311",41437,"male",21,"Non-Hispanic White","The US","A citizen of the US",18,"Married",2,7
"10312",41438,"female",25,"Mexican American","Mexico","Not a citizen of the US",19,"Married",2,7
"10313",41439,"male",21,"Non-Hispanic White","The US","A citizen of the US",19,"Never married",3,11
"10314",41440,"male",44,"Non-Hispanic White","The US","A citizen of the US",18,"Separeted",4,11
"10318",41444,"male",20,"Other Hispanic","Elsewhere","A citizen of the US",19,"Never married",1,1
"10321",41447,"female",47,"Non-Hispanic White","Elsewhere","A citizen of the US",19,"Never married",1,10
"10323",41449,"female",21,"Non-Hispanic White","The US","A citizen of the US",17,"Married",4,4
"10324",41450,"male",57,"Non-Hispanic White","The US","A citizen of the US",20,"Married",2,11
"10325",41451,"female",74,"Non-Hispanic Black","The US","A citizen of the US",19,"Married",2,11
"10326",41452,"female",60,"Mexican American","Mexico","Not a citizen of the US",16,"Divorced",3,4
"10328",41454,"male",66,"Non-Hispanic White","The US","A citizen of the US",19,"Married",4,8
"10332",41458,"male",46,"Mexican American","Mexico","A citizen of the US",18,"Married",4,5
"10333",41459,"female",26,"Non-Hispanic White","The US","A citizen of the US",19,"Married",2,10
"10334",41460,"male",71,"Non-Hispanic White","The US","A citizen of the US",18,"Married",3,11
"10335",41461,"male",85,"Non-Hispanic White","The US","A citizen of the US",16,"Married",2,5
"10336",41462,"male",56,"Non-Hispanic White","The US","A citizen of the US",20,"Married",2,9
"10338",41464,"female",60,"Non-Hispanic White","The US","A citizen of the US",18,"Married",3,9
"10340",41466,"female",58,"Other Race - Including Multi-Racial","The US","A citizen of the US",17,"Widowed",1,3
"10342",41468,"female",66,"Mexican American","The US","A citizen of the US",16,"Widowed",6,8
"10346",41472,"male",34,"Non-Hispanic White","Elsewhere","A citizen of the US",19,"Married",1,7
"10347",41473,"male",21,"Mexican American","The US","A citizen of the US",17,"Never married",6,6
"3",31129,"male",15,"Non-Hispanic Black","The US","A citizen of the US",10,"Never married",6,10
"7",31133,"female",16,"Non-Hispanic Black","The US","A citizen of the US",9,"Never married",3,11
"11",31137,"female",14,"Non-Hispanic Black","The US","A citizen of the US",6,"Never married",7,1
"13",31139,"female",18,"Other Hispanic","The US","A citizen of the US",13,"Never married",3,11
"15",31141,"male",16,"Mexican American","The US","A citizen of the US",10,"Never married",4,11
"17",31143,"male",19,"Non-Hispanic White","The US","A citizen of the US",15,"Never married",3,11
"22",31148,"female",16,"Non-Hispanic White","The US","A citizen of the US",9,"Never married",5,5
"37",31163,"male",17,"Non-Hispanic Black","The US","A citizen of the US",11,"Never married",7,10
"40",31166,"male",15,"Non-Hispanic White","The US","A citizen of the US",9,"Never married",3,3
"44",31170,"male",14,"Other Race - Including Multi-Racial","The US","A citizen of the US",7,"Never married",4,9
"51",31177,"female",18,"Non-Hispanic Black","The US","A citizen of the US",12,"Never married",6,6
"52",31178,"female",14,"Mexican American","Mexico","Not a citizen of the US",8,"Never married",5,11
"55",31181,"male",16,"Non-Hispanic Black","The US","A citizen of the US",11,"Never married",3,7
"75",31201,"male",17,"Non-Hispanic Black","The US","A citizen of the US",13,"Never married",1,1
"78",31204,"female",15,"Non-Hispanic White","Elsewhere","Not a citizen of the US",9,"Never married",2,4
"80",31206,"female",17,"Other Race - Including Multi-Racial","The US","A citizen of the US",11,"Never married",2,3
"85",31211,"female",17,"Non-Hispanic White","The US","A citizen of the US",11,"Never married",3,11
"92",31218,"female",14,"Non-Hispanic Black","The US","A citizen of the US",8,"Never married",3,6
"99",31225,"female",14,"Non-Hispanic White","The US","A citizen of the US",8,"Never married",3,7
"109",31235,"male",19,"Non-Hispanic Black","The US","A citizen of the US",13,"Separeted",6,3
"113",31239,"male",18,"Non-Hispanic White","The US","A citizen of the US",13,"Never married",5,11
"119",31245,"female",18,"Mexican American","Mexico","Not a citizen of the US",15,"Never married",4,9
"120",31246,"male",17,"Non-Hispanic White","The US","A citizen of the US",10,"Never married",3,5
"123",31249,"female",18,"Mexican American","The US","A citizen of the US",13,"Living with partner",1,2
"138",31264,"male",17,"Other Race - Including Multi-Racial","The US","A citizen of the US",11,"Never married",4,9
"139",31265,"male",19,"Non-Hispanic Black","The US","A citizen of the US",11,"Never married",2,1
"141",31267,"female",14,"Non-Hispanic White","The US","A citizen of the US",7,"Never married",3,10
"143",31269,"female",15,"Mexican American","The US","A citizen of the US",9,"Never married",6,11
"145",31271,"male",14,"Other Hispanic","Elsewhere","Not a citizen of the US",7,"Never married",4,6
"156",31282,"female",16,"Mexican American","The US","A citizen of the US",10,"Never married",4,11
"162",31288,"male",19,"Non-Hispanic Black","The US","A citizen of the US",15,"Never married",2,2
"163",31289,"female",16,"Mexican American","Mexico","Not a citizen of the US",10,"Never married",4,6
"166",31292,"female",15,"Non-Hispanic Black","The US","A citizen of the US",8,"Never married",5,7
"167",31293,"male",15,"Mexican American","The US","A citizen of the US",9,"Never married",5,7
"174",31300,"female",18,"Mexican American","The US","A citizen of the US",11,"Never married",5,5
"179",31305,"male",17,"Mexican American","The US","A citizen of the US",11,"Never married",5,10
"184",31310,"female",15,"Non-Hispanic White","The US","A citizen of the US",9,"Never married",4,11
"204",31330,"male",19,"Mexican American","The US","A citizen of the US",15,"Never married",7,5
"205",31331,"male",16,"Non-Hispanic Black","Elsewhere","A citizen of the US",9,"Never married",3,6
"215",31341,"female",16,"Non-Hispanic Black","The US","A citizen of the US",10,"Never married",4,8
"221",31347,"female",16,"Non-Hispanic White","The US","A citizen of the US",10,"Never married",4,9
"236",31362,"male",14,"Mexican American","The US","A citizen of the US",7,"Never married",5,6
"238",31364,"male",15,"Mexican American","Mexico","Not a citizen of the US",8,"Never married",6,11
"239",31365,"male",16,"Non-Hispanic Black","The US","A citizen of the US",10,"Never married",5,11
"244",31370,"female",19,"Mexican American","The US","A citizen of the US",15,"Never married",3,4
"245",31371,"male",16,"Non-Hispanic Black","The US","A citizen of the US",11,"Never married",6,11
"247",31373,"male",16,"Mexican American","The US","A citizen of the US",10,"Never married",4,11
"252",31378,"female",19,"Mexican American","The US","A citizen of the US",12,"Never married",7,10
"268",31394,"female",19,"Non-Hispanic Black","The US","A citizen of the US",13,"Never married",1,2
"269",31395,"male",17,"Mexican American","Mexico","Not a citizen of the US",11,"Never married",7,4
"300",31426,"female",16,"Other Race - Including Multi-Racial","Elsewhere","A citizen of the US",10,"Never married",5,6
"301",31427,"female",16,"Non-Hispanic Black","The US","A citizen of the US",9,"Never married",6,2
"302",31428,"male",14,"Mexican American","The US","A citizen of the US",8,"Never married",7,5
"304",31430,"female",19,"Non-Hispanic White","The US","A citizen of the US",15,"Never married",1,1
"317",31443,"female",19,"Mexican American","The US","A citizen of the US",13,"Never married",6,8
"320",31446,"female",18,"Non-Hispanic White","The US","A citizen of the US",13,"Never married",5,7
"325",31451,"female",17,"Mexican American","The US","A citizen of the US",9,"Never married",4,3
"327",31453,"female",15,"Other Race - Including Multi-Racial","The US","A citizen of the US",9,"Never married",5,11
"340",31466,"male",19,"Non-Hispanic Black","The US","A citizen of the US",15,"Never married",1,2
"354",31480,"female",17,"Mexican American","Mexico","Not a citizen of the US",11,"Never married",7,7
"355",31481,"female",18,"Non-Hispanic White","The US","A citizen of the US",15,"Never married",4,7
"356",31482,"male",16,"Mexican American","The US","A citizen of the US",10,"Never married",3,10
"359",31485,"female",15,"Non-Hispanic White","The US","A citizen of the US",9,"Never married",3,10
"368",31494,"female",15,"Non-Hispanic White","The US","A citizen of the US",9,"Never married",5,11
"379",31505,"male",15,"Other Race - Including Multi-Racial","The US","A citizen of the US",9,"Never married",2,8
"381",31507,"male",14,"Mexican American","The US","A citizen of the US",8,"Never married",5,7
"388",31514,"female",17,"Mexican American","The US","A citizen of the US",11,"Living with partner",7,5
"389",31515,"male",16,"Mexican American","The US","A citizen of the US",10,"Never married",7,6
"390",31516,"female",14,"Non-Hispanic Black","The US","A citizen of the US",7,"Never married",6,9
"406",31532,"male",19,"Non-Hispanic Black","The US","A citizen of the US",15,"Never married",1,1
"411",31537,"female",16,"Non-Hispanic White","The US","A citizen of the US",10,"Never married",6,6
"413",31539,"female",17,"Other Race - Including Multi-Racial","The US","A citizen of the US",11,"Never married",6,6
"414",31540,"female",18,"Non-Hispanic Black","The US","A citizen of the US",11,"Never married",4,7
"418",31544,"female",19,"Mexican American","The US","A citizen of the US",14,"Never married",3,1
"428",31554,"male",15,"Non-Hispanic Black","The US","A citizen of the US",9,"Never married",5,7
"430",31556,"female",18,"Non-Hispanic Black","The US","A citizen of the US",13,"Never married",1,2
"434",31560,"male",18,"Other Race - Including Multi-Racial","The US","A citizen of the US",11,"Never married",6,7
"438",31564,"male",18,"Non-Hispanic Black","The US","A citizen of the US",14,"Living with partner",3,7
"439",31565,"male",19,"Mexican American","Mexico","Not a citizen of the US",9,"Never married",2,4
"445",31571,"female",19,"Mexican American","Mexico","Not a citizen of the US",13,"Never married",5,6
"446",31572,"male",17,"Mexican American","Mexico","Not a citizen of the US",9,"Never married",5,4
"448",31574,"male",14,"Non-Hispanic White","The US","A citizen of the US",8,"Never married",6,11
"449",31575,"male",15,"Non-Hispanic White","The US","A citizen of the US",9,"Never married",4,9
"453",31579,"male",19,"Non-Hispanic White","The US","A citizen of the US",15,"Never married",3,10
"455",31581,"male",18,"Non-Hispanic Black","The US","A citizen of the US",11,"Never married",3,5
"462",31588,"female",19,"Non-Hispanic White","The US","A citizen of the US",13,"Never married",5,9
"463",31589,"female",16,"Non-Hispanic White","The US","A citizen of the US",8,"Living with partner",4,2
"468",31594,"female",17,"Non-Hispanic Black","The US","A citizen of the US",11,"Never married",3,7
"471",31597,"male",18,"Other Hispanic","The US","A citizen of the US",15,"Never married",4,8
"474",31600,"male",14,"Non-Hispanic Black","The US","A citizen of the US",6,"Never married",5,5
"478",31604,"female",16,"Non-Hispanic Black","The US","A citizen of the US",10,"Never married",4,11
"491",31617,"male",16,"Mexican American","The US","A citizen of the US",10,"Never married",7,8
"492",31618,"male",16,"Non-Hispanic Black","The US","A citizen of the US",10,"Never married",2,8
"501",31627,"male",19,"Non-Hispanic White","The US","A citizen of the US",15,"Never married",3,6
"503",31629,"male",19,"Non-Hispanic White","The US","A citizen of the US",15,"Never married",1,2
"515",31641,"female",17,"Non-Hispanic Black","The US","A citizen of the US",10,"Never married",6,8
"517",31643,"female",16,"Non-Hispanic Black","The US","A citizen of the US",10,"Never married",4,7
"520",31646,"male",17,"Mexican American","Mexico","Not a citizen of the US",9,"Never married",5,6
"524",31650,"female",16,"Mexican American","Mexico","Not a citizen of the US",10,"Never married",7,4
"527",31653,"female",16,"Non-Hispanic White","The US","A citizen of the US",9,"Never married",3,4
"549",31675,"male",15,"Non-Hispanic White","The US","A citizen of the US",9,"Never married",3,6
"551",31677,"male",14,"Non-Hispanic Black","The US","A citizen of the US",8,"Never married",5,7
"559",31685,"male",14,"Non-Hispanic White","The US","A citizen of the US",7,"Never married",5,11
"560",31686,"male",17,"Mexican American","The US","A citizen of the US",11,"Never married",3,1
"563",31689,"male",16,"Non-Hispanic Black","The US","A citizen of the US",8,"Never married",5,2
"566",31692,"male",14,"Non-Hispanic White","The US","A citizen of the US",8,"Never married",3,11
"568",31694,"female",14,"Non-Hispanic White","The US","A citizen of the US",8,"Never married",5,11
"572",31698,"male",14,"Non-Hispanic Black","The US","A citizen of the US",9,"Never married",2,9
"578",31704,"male",19,"Mexican American","The US","A citizen of the US",11,"Never married",7,6
"592",31718,"female",18,"Non-Hispanic Black","The US","A citizen of the US",10,"Never married",5,6
"597",31723,"female",18,"Non-Hispanic Black","The US","A citizen of the US",15,"Never married",1,2
"611",31737,"female",19,"Mexican American","The US","A citizen of the US",15,"Never married",2,2
"619",31745,"male",14,"Non-Hispanic Black","The US","A citizen of the US",7,"Never married",6,3
"637",31763,"male",18,"Mexican American","The US","A citizen of the US",13,"Never married",5,10
"643",31769,"male",15,"Non-Hispanic Black","The US","A citizen of the US",9,"Never married",4,3
"646",31772,"female",14,"Non-Hispanic Black","The US","A citizen of the US",8,"Never married",6,7
"662",31788,"female",19,"Mexican American","The US","A citizen of the US",13,"Living with partner",3,6
"664",31790,"male",18,"Mexican American","The US","A citizen of the US",13,"Never married",3,3
"668",31794,"female",14,"Non-Hispanic Black","The US","A citizen of the US",7,"Never married",4,7
"675",31801,"female",18,"Other Race - Including Multi-Racial","The US","A citizen of the US",13,"Never married",4,3
"680",31806,"male",19,"Non-Hispanic Black","The US","A citizen of the US",15,"Separeted",1,4
"693",31819,"male",16,"Mexican American","The US","A citizen of the US",9,"Never married",6,6
"697",31823,"male",14,"Non-Hispanic Black","The US","A citizen of the US",8,"Never married",3,4
"714",31840,"male",19,"Non-Hispanic White","The US","A citizen of the US",11,"Never married",3,3
"719",31845,"female",15,"Non-Hispanic Black","The US","A citizen of the US",9,"Never married",5,8
"722",31848,"male",16,"Non-Hispanic White","The US","A citizen of the US",10,"Never married",5,11
"724",31850,"male",18,"Other Race - Including Multi-Racial","The US","A citizen of the US",13,"Living with partner",7,7
"727",31853,"male",16,"Non-Hispanic White","The US","A citizen of the US",10,"Never married",3,11
"738",31864,"female",14,"Non-Hispanic Black","The US","A citizen of the US",9,"Never married",4,8
"754",31880,"female",16,"Mexican American","The US","A citizen of the US",10,"Never married",3,2
"756",31882,"male",16,"Non-Hispanic White","The US","A citizen of the US",11,"Never married",2,5
"758",31884,"male",15,"Non-Hispanic White","The US","A citizen of the US",8,"Never married",5,7
"763",31889,"female",14,"Other Hispanic","The US","A citizen of the US",7,"Never married",3,4
"766",31892,"female",18,"Mexican American","The US","A citizen of the US",13,"Never married",4,9
"779",31905,"female",16,"Non-Hispanic White","The US","A citizen of the US",10,"Never married",5,11
"781",31907,"female",15,"Mexican American","The US","A citizen of the US",9,"Never married",5,9
"783",31909,"male",17,"Other Race - Including Multi-Racial","The US","A citizen of the US",11,"Never married",2,11
"789",31915,"male",15,"Mexican American","The US","A citizen of the US",9,"Never married",7,7
"793",31919,"female",18,"Non-Hispanic White","The US","A citizen of the US",11,"Never married",4,9
"794",31920,"female",17,"Mexican American","The US","A citizen of the US",10,"Never married",2,8
"805",31931,"female",16,"Non-Hispanic White","The US","A citizen of the US",9,"Never married",6,11
"825",31951,"female",15,"Mexican American","The US","A citizen of the US",9,"Never married",4,11
"831",31957,"female",16,"Mexican American","The US","A citizen of the US",9,"Never married",7,6
"837",31963,"male",15,"Mexican American","Mexico","Not a citizen of the US",7,"Never married",7,1
"844",31970,"female",19,"Non-Hispanic White","The US","A citizen of the US",12,"Never married",1,5
"845",31971,"male",15,"Mexican American","The US","A citizen of the US",9,"Never married",5,8
"848",31974,"female",18,"Non-Hispanic Black","The US","A citizen of the US",11,"Never married",5,5
"851",31977,"female",15,"Mexican American","The US","A citizen of the US",8,"Never married",4,4
"855",31981,"female",15,"Non-Hispanic Black","The US","A citizen of the US",8,"Never married",3,3
"856",31982,"female",15,"Non-Hispanic Black","The US","A citizen of the US",9,"Never married",3,6
"869",31995,"female",14,"Non-Hispanic Black","Elsewhere","A citizen of the US",8,"Never married",5,9
"874",32000,"female",16,"Non-Hispanic Black","The US","A citizen of the US",10,"Never married",4,6
"880",32006,"female",19,"Non-Hispanic Black","The US","A citizen of the US",15,"Never married",5,11
"892",32018,"female",17,"Mexican American","The US","A citizen of the US",10,"Never married",5,7
"893",32019,"female",16,"Non-Hispanic Black","The US","A citizen of the US",10,"Never married",5,11
"900",32026,"female",16,"Non-Hispanic Black","The US","A citizen of the US",10,"Never married",6,7
"905",32031,"female",19,"Non-Hispanic Black","The US","A citizen of the US",11,"Living with partner",3,1
"907",32033,"male",16,"Mexican American","The US","A citizen of the US",9,"Never married",6,6
"908",32034,"male",15,"Non-Hispanic Black","The US","A citizen of the US",8,"Never married",7,8
"921",32047,"male",16,"Mexican American","The US","A citizen of the US",9,"Never married",3,7
"924",32050,"male",15,"Mexican American","Mexico","Not a citizen of the US",9,"Never married",7,3
"944",32070,"male",19,"Mexican American","Mexico","Not a citizen of the US",13,"Never married",2,5
"947",32073,"female",19,"Mexican American","Mexico","Not a citizen of the US",10,"Never married",6,5
"948",32074,"female",15,"Non-Hispanic White","The US","A citizen of the US",9,"Never married",4,11
"950",32076,"female",17,"Non-Hispanic Black","The US","A citizen of the US",10,"Never married",7,8
"951",32077,"female",14,"Non-Hispanic White","The US","A citizen of the US",8,"Never married",2,6
"952",32078,"female",17,"Mexican American","Mexico","Not a citizen of the US",10,"Never married",5,4
"962",32088,"male",18,"Non-Hispanic Black","The US","A citizen of the US",11,"Never married",1,5
"977",32103,"male",14,"Mexican American","Mexico","Not a citizen of the US",7,"Never married",5,4
"985",32111,"female",19,"Mexican American","Mexico","Not a citizen of the US",11,"Never married",6,6
"991",32117,"male",14,"Non-Hispanic White","The US","A citizen of the US",6,"Never married",2,4
"997",32123,"male",15,"Non-Hispanic White","The US","A citizen of the US",10,"Never married",7,10
"998",32124,"male",15,"Non-Hispanic White","The US","A citizen of the US",10,"Never married",4,11
"1008",32134,"male",19,"Non-Hispanic White","The US","A citizen of the US",13,"Never married",5,9
"1011",32137,"male",16,"Non-Hispanic Black","The US","A citizen of the US",9,"Never married",3,8
"1022",32148,"male",17,"Non-Hispanic White","The US","A citizen of the US",13,"Never married",4,11
"1025",32151,"male",17,"Non-Hispanic Black","The US","A citizen of the US",10,"Never married",3,11
"1026",32152,"female",19,"Non-Hispanic White","The US","A citizen of the US",13,"Living with partner",7,6
"1040",32166,"female",19,"Non-Hispanic Black","The US","A citizen of the US",13,"Never married",1,1
"1046",32172,"male",17,"Non-Hispanic Black","The US","A citizen of the US",9,"Never married",6,10
"1051",32177,"male",16,"Non-Hispanic White","The US","A citizen of the US",9,"Never married",5,11
"1052",32178,"female",15,"Mexican American","The US","A citizen of the US",9,"Never married",6,9
"1059",32185,"male",19,"Other Hispanic","The US","A citizen of the US",14,"Never married",6,3
"1060",32186,"male",17,"Non-Hispanic Black","The US","A citizen of the US",10,"Never married",5,2
"1069",32195,"female",14,"Mexican American","Mexico","Not a citizen of the US",8,"Never married",4,3
"1077",32203,"male",19,"Mexican American","Mexico","Not a citizen of the US",9,"Never married",1,3
"1084",32210,"male",15,"Non-Hispanic White","The US","A citizen of the US",9,"Never married",4,11
"1087",32213,"female",18,"Other Hispanic","Elsewhere","Not a citizen of the US",11,"Never married",2,7
"1093",32219,"male",19,"Mexican American","The US","A citizen of the US",12,"Never married",2,6
"1105",32231,"male",17,"Non-Hispanic White","The US","A citizen of the US",11,"Never married",2,7
"1116",32242,"female",19,"Non-Hispanic Black","The US","A citizen of the US",13,"Never married",1,3
"1117",32243,"female",15,"Non-Hispanic Black","The US","A citizen of the US",8,"Never married",5,2
"1129",32255,"male",19,"Other Race - Including Multi-Racial","The US","A citizen of the US",11,"Married",4,4
"1131",32257,"female",19,"Mexican American","Mexico","Not a citizen of the US",10,"Never married",7,1
"1136",32262,"female",16,"Mexican American","The US","A citizen of the US",10,"Never married",7,6
"1143",32269,"female",14,"Mexican American","The US","A citizen of the US",8,"Never married",5,4
"1154",32280,"female",17,"Mexican American","The US","A citizen of the US",11,"Never married",4,9
"1155",32281,"male",14,"Mexican American","Mexico","Not a citizen of the US",8,"Never married",5,4
"1167",32293,"female",18,"Non-Hispanic Black","The US","A citizen of the US",15,"Never married",1,2
"1175",32301,"male",14,"Mexican American","The US","A citizen of the US",8,"Never married",5,10
"1179",32305,"male",18,"Mexican American","Mexico","Not a citizen of the US",9,"Separeted",1,1
"1180",32306,"male",15,"Non-Hispanic White","The US","A citizen of the US",8,"Never married",5,9
"1185",32311,"female",15,"Non-Hispanic White","The US","A citizen of the US",8,"Never married",3,8
